user_id,drink_id,weather,temperature,time_period,hour,dayofweek,occasion,context_hash,interaction_type,value
U455,D027,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U425,D079,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U012,D087,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U266,D094,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U333,D054,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U493,D009,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U357,D073,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,rate,1.6
U439,D120,snowy,0.3,morning,7,0,business,snowy_0_morning_business,view,0.0
U352,D071,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U050,D047,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U339,D051,stormy,15.1,morning,10,6,social,stormy_15_morning_social,view,0.0
U156,D019,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,rate,3.9
U481,D051,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U171,D069,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U376,D058,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,rate,3.5
U154,D018,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U369,D084,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U254,D091,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U098,D045,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U059,D062,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U310,D057,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U060,D073,sunny,30.7,afternoon,15,3,social,sunny_31_afternoon_social,view,0.0
U494,D055,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U311,D025,stormy,15.1,morning,10,6,social,stormy_15_morning_social,view,0.0
U429,D073,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U065,D069,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U412,D045,stormy,15.1,morning,10,6,social,stormy_15_morning_social,rate,3.4
U027,D038,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U320,D030,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,view,0.0
U190,D012,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U213,D038,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U360,D015,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,view,0.0
U112,D102,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U499,D018,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U140,D075,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U468,D073,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U255,D063,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U246,D083,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U366,D116,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U219,D091,snowy,-4.2,evening,22,6,business,snowy_-4_evening_business,view,0.0
U027,D046,sunny,26.1,evening,22,1,recovery,sunny_26_evening_recovery,view,0.0
U223,D096,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U227,D095,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U429,D041,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U191,D079,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,rate,3.4
U450,D090,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U098,D008,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,rate,4.6
U120,D092,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U198,D084,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U071,D008,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U052,D045,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U465,D117,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U495,D103,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U179,D101,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U201,D006,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U220,D030,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U036,D072,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U393,D065,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U032,D098,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U334,D054,snowy,0.3,morning,7,0,business,snowy_0_morning_business,view,0.0
U311,D029,snowy,0.3,morning,7,0,business,snowy_0_morning_business,view,0.0
U347,D009,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U092,D052,sunny,30.7,afternoon,15,3,social,sunny_31_afternoon_social,view,0.0
U372,D064,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,view,0.0
U196,D078,snowy,-4.2,evening,22,6,business,snowy_-4_evening_business,view,0.0
U472,D080,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,rate,3.6
U342,D086,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U174,D047,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U197,D002,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U182,D027,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U047,D043,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U001,D072,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U342,D082,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U147,D089,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,purchase,1.0
U418,D039,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U263,D101,snowy,0.3,morning,7,0,business,snowy_0_morning_business,rate,2.7
U234,D024,stormy,15.1,morning,10,6,social,stormy_15_morning_social,view,0.0
U494,D090,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U206,D002,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U457,D071,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U118,D009,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U240,D073,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U081,D084,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U263,D092,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U300,D039,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,view,0.0
U281,D105,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U342,D113,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U098,D062,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U146,D088,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U347,D014,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U245,D056,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U311,D028,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U474,D036,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U017,D071,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U147,D103,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U433,D080,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,view,0.0
U487,D091,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,rate,4.0
U410,D056,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U281,D100,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U288,D082,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U106,D061,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,view,0.0
U123,D088,sunny,26.1,evening,22,1,recovery,sunny_26_evening_recovery,view,0.0
U411,D040,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U452,D071,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U354,D023,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U441,D051,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U139,D052,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U190,D091,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,view,0.0
U352,D008,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U198,D044,snowy,-4.2,evening,22,6,business,snowy_-4_evening_business,view,0.0
U149,D086,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U458,D116,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,view,0.0
U401,D030,stormy,15.1,morning,10,6,social,stormy_15_morning_social,view,0.0
U238,D019,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U360,D085,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U429,D049,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U081,D065,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U154,D002,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,view,0.0
U374,D005,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U099,D094,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U143,D061,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U300,D042,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,rate,3.0
U131,D009,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U470,D042,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U059,D021,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U319,D073,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U129,D117,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U318,D054,snowy,-4.2,evening,22,6,business,snowy_-4_evening_business,view,0.0
U261,D113,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U070,D032,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,rate,3.4
U247,D098,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U108,D080,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U308,D005,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U291,D035,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U439,D075,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,view,0.0
U237,D117,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U106,D098,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U452,D020,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U358,D025,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U301,D041,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U270,D021,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U373,D114,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U265,D111,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U213,D015,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U129,D096,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U222,D086,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,view,0.0
U135,D050,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,rate,1.2
U050,D061,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U459,D104,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U203,D005,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U036,D079,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U162,D056,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U440,D017,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U210,D115,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,view,0.0
U078,D056,rainy,12.0,evening,18,0,social,rainy_12_evening_social,view,0.0
U018,D080,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,purchase,1.0
U482,D010,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U083,D109,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U398,D004,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U093,D099,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U472,D099,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U120,D068,rainy,9.4,evening,20,2,business,rainy_9_evening_business,view,0.0
U446,D061,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U158,D051,sunny,30.7,afternoon,15,3,social,sunny_31_afternoon_social,view,0.0
U033,D105,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U338,D019,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U216,D079,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U180,D116,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U005,D041,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U117,D101,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U013,D014,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U466,D115,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U010,D071,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U271,D016,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,view,0.0
U082,D031,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U148,D049,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U106,D097,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U100,D061,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,view,0.0
U008,D040,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,rate,1.2
U390,D092,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U416,D045,snowy,-1.7,morning,9,2,celebration,snowy_-2_morning_celebration,view,0.0
U009,D075,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U177,D002,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U419,D015,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,purchase,1.0
U348,D062,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U212,D092,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U348,D001,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U366,D034,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U333,D115,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U127,D075,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U186,D050,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U330,D086,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,rate,2.0
U472,D036,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,view,0.0
U250,D110,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U442,D036,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U277,D064,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U478,D095,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,rate,1.5
U186,D025,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U115,D091,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U484,D105,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U495,D115,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U295,D006,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,rate,3.2
U403,D063,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U010,D107,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U387,D018,cloudy,10.4,afternoon,12,0,recovery,cloudy_10_afternoon_recovery,view,0.0
U186,D093,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,rate,2.0
U266,D021,sunny,21.6,afternoon,17,3,recovery,sunny_22_afternoon_recovery,rate,2.6
U047,D023,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U132,D116,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U341,D053,rainy,7.0,afternoon,16,2,social,rainy_7_afternoon_social,view,0.0
U079,D057,rainy,9.4,evening,20,2,business,rainy_9_evening_business,view,0.0
U147,D044,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U109,D026,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U333,D092,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U172,D084,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U187,D042,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U041,D108,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U335,D032,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U173,D093,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,view,0.0
U210,D112,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U481,D023,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,view,0.0
U280,D017,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U348,D102,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,view,0.0
U015,D114,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U149,D119,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U113,D032,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,rate,2.5
U218,D098,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
U290,D036,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U158,D077,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U419,D013,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U265,D109,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U373,D104,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U412,D023,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,view,0.0
U391,D105,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U302,D015,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U472,D116,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U190,D051,rainy,14.4,morning,11,1,recovery,rainy_14_morning_recovery,view,0.0
U468,D024,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U031,D006,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U067,D075,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U370,D097,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U394,D033,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,rate,2.7
U300,D013,sunny,30.7,afternoon,15,3,social,sunny_31_afternoon_social,rate,3.1
U480,D109,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U149,D111,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U060,D051,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U245,D006,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U186,D078,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U290,D056,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U190,D006,cloudy,17.3,afternoon,15,3,recovery,cloudy_17_afternoon_recovery,view,0.0
U405,D002,stormy,15.1,morning,10,6,social,stormy_15_morning_social,view,0.0
U312,D096,rainy,13.9,evening,20,3,recovery,rainy_14_evening_recovery,view,0.0
U326,D023,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U128,D078,rainy,11.5,morning,10,0,casual,rainy_12_morning_casual,view,0.0
U305,D034,sunny,22.3,morning,11,4,pairing,sunny_22_morning_pairing,view,0.0
U022,D031,cloudy,14.6,morning,8,4,pairing,cloudy_15_morning_pairing,view,0.0
U272,D020,cloudy,19.7,afternoon,12,3,casual,cloudy_20_afternoon_casual,view,0.0
U114,D019,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U453,D011,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U301,D068,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U343,D015,rainy,8.4,evening,21,1,casual,rainy_8_evening_casual,view,0.0
U352,D074,stormy,16.3,morning,11,5,pairing,stormy_16_morning_pairing,view,0.0
U142,D063,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,view,0.0
U112,D079,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U183,D119,snowy,-3.2,morning,9,1,business,snowy_-3_morning_business,view,0.0
U234,D042,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U144,D073,snowy,0.3,morning,7,0,business,snowy_0_morning_business,view,0.0
U415,D073,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U246,D090,stormy,14.5,evening,23,3,casual,stormy_15_evening_casual,view,0.0
U211,D111,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U086,D055,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U446,D108,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U392,D001,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U228,D117,stormy,18.3,morning,8,5,casual,stormy_18_morning_casual,view,0.0
U024,D047,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,view,0.0
U461,D005,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U338,D046,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,rate,4.1
U473,D093,cloudy,11.9,morning,7,1,social,cloudy_12_morning_social,view,0.0
U437,D012,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,view,0.0
U437,D064,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U113,D017,snowy,0.6,afternoon,14,0,pairing,snowy_1_afternoon_pairing,view,0.0
U424,D095,snowy,-3.6,morning,8,5,social,snowy_-4_morning_social,view,0.0
U306,D090,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,rate,2.7
U254,D058,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U102,D029,cloudy,19.1,evening,19,6,pairing,cloudy_19_evening_pairing,view,0.0
U266,D091,cloudy,18.7,morning,8,3,business,cloudy_19_morning_business,view,0.0
U029,D059,cloudy,14.1,evening,23,6,business,cloudy_14_evening_business,view,0.0
U239,D101,sunny,23.4,evening,18,0,pairing,sunny_23_evening_pairing,view,0.0
U214,D082,snowy,-2.5,morning,7,2,casual,snowy_-2_morning_casual,view,0.0
U062,D005,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U211,D092,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U038,D043,sunny,21.0,morning,10,2,recovery,sunny_21_morning_recovery,view,0.0
U046,D070,cloudy,18.2,afternoon,17,1,business,cloudy_18_afternoon_business,view,0.0
U495,D105,stormy,10.7,afternoon,12,0,casual,stormy_11_afternoon_casual,rate,2.3
U158,D021,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U249,D008,stormy,16.2,afternoon,17,0,casual,stormy_16_afternoon_casual,view,0.0
U008,D113,cloudy,19.5,morning,10,1,celebration,cloudy_19_morning_celebration,view,0.0
U439,D030,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U044,D027,rainy,12.4,evening,23,1,recovery,rainy_12_evening_recovery,view,0.0
U438,D048,cloudy,13.9,afternoon,12,5,casual,cloudy_14_afternoon_casual,view,0.0
U013,D016,sunny,26.0,afternoon,12,1,casual,sunny_26_afternoon_casual,view,0.0
U247,D119,cloudy,12.4,evening,18,6,pairing,cloudy_12_evening_pairing,view,0.0
U375,D035,snowy,-4.5,afternoon,13,4,social,snowy_-5_afternoon_social,view,0.0
U007,D062,sunny,29.6,afternoon,16,0,recovery,sunny_30_afternoon_recovery,view,0.0
U307,D046,sunny,33.7,afternoon,14,3,celebration,sunny_34_afternoon_celebration,view,0.0
U189,D104,cloudy,15.0,morning,10,0,pairing,cloudy_15_morning_pairing,view,0.0
U423,D020,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,view,0.0
U052,D086,cloudy,16.7,morning,8,4,business,cloudy_17_morning_business,rate,2.9
U373,D043,snowy,-2.1,afternoon,16,2,casual,snowy_-2_afternoon_casual,view,0.0
U320,D105,snowy,0.6,afternoon,14,1,social,snowy_1_afternoon_social,view,0.0
U425,D054,snowy,4.5,afternoon,16,4,social,snowy_5_afternoon_social,view,0.0
U334,D032,stormy,12.8,evening,22,2,casual,stormy_13_evening_casual,view,0.0
U498,D115,rainy,10.1,morning,9,5,business,rainy_10_morning_business,view,0.0
