user_id,skill_id,proficiency_level,experience_years,last_updated
37,52,2,9,2022-10-03 11:19:14.594672
9,127,3,14,2022-10-04 11:19:14.594672
34,179,3,9,2022-10-05 11:19:14.594672
48,157,2,17,2022-10-06 11:19:14.594672
31,160,3,0,2022-10-07 11:19:14.594672
6,56,3,2,2022-10-08 11:19:14.594672
20,51,5,11,2022-10-09 11:19:14.594672
19,136,4,0,2022-10-10 11:19:14.594672
25,181,5,2,2022-10-11 11:19:14.594672
3,110,1,2,2022-10-12 11:19:14.594672
45,0,5,4,2022-10-13 11:19:14.594672
21,43,2,18,2022-10-14 11:19:14.594672
14,74,4,0,2022-10-15 11:19:14.594672
39,97,2,3,2022-10-16 11:19:14.594672
20,8,1,3,2022-10-17 11:19:14.594672
14,31,4,16,2022-10-18 11:19:14.594672
21,14,3,13,2022-10-19 11:19:14.594672
27,139,5,17,2022-10-20 11:19:14.594672
13,184,2,0,2022-10-21 11:19:14.594672
26,135,1,15,2022-10-22 11:19:14.594672
40,71,3,2,2022-10-23 11:19:14.594672
39,154,5,8,2022-10-24 11:19:14.594672
27,189,3,3,2022-10-25 11:19:14.594672
25,11,5,4,2022-10-26 11:19:14.594672
48,64,4,10,2022-10-27 11:19:14.594672
1,106,3,8,2022-10-28 11:19:14.594672
24,41,3,2,2022-10-29 11:19:14.594672
2,189,3,5,2022-10-30 11:19:14.594672
7,114,4,10,2022-10-31 11:19:14.594672
43,138,1,8,2022-11-01 11:19:14.594672
32,102,5,14,2022-11-02 11:19:14.594672
41,170,3,2,2022-11-03 11:19:14.594672
34,94,4,0,2022-11-04 11:19:14.594672
5,16,1,19,2022-11-05 11:19:14.594672
38,159,5,18,2022-11-06 11:19:14.594672
22,84,4,13,2022-11-07 11:19:14.594672
24,167,5,16,2022-11-08 11:19:14.594672
49,150,3,13,2022-11-09 11:19:14.594672
42,55,1,16,2022-11-10 11:19:14.594672
18,133,4,13,2022-11-11 11:19:14.594672
4,85,1,11,2022-11-12 11:19:14.594672
10,177,3,15,2022-11-13 11:19:14.594672
11,101,1,0,2022-11-14 11:19:14.594672
9,164,1,12,2022-11-15 11:19:14.594672
7,191,2,5,2022-11-16 11:19:14.594672
23,53,1,16,2022-11-17 11:19:14.594672
27,199,5,11,2022-11-18 11:19:14.594672
40,176,4,18,2022-11-19 11:19:14.594672
35,114,2,5,2022-11-20 11:19:14.594672
36,138,4,6,2022-11-21 11:19:14.594672
20,87,4,0,2022-11-22 11:19:14.594672
7,48,3,0,2022-11-23 11:19:14.594672
8,148,3,4,2022-11-24 11:19:14.594672
46,114,2,5,2022-11-25 11:19:14.594672
14,193,3,15,2022-11-26 11:19:14.594672
47,62,3,15,2022-11-27 11:19:14.594672
45,103,3,13,2022-11-28 11:19:14.594672
39,82,4,0,2022-11-29 11:19:14.594672
17,102,2,12,2022-11-30 11:19:14.594672
41,155,4,19,2022-12-01 11:19:14.594672
19,16,5,9,2022-12-02 11:19:14.594672
5,5,4,9,2022-12-03 11:19:14.594672
11,146,5,8,2022-12-04 11:19:14.594672
1,183,1,12,2022-12-05 11:19:14.594672
6,27,1,2,2022-12-06 11:19:14.594672
15,193,5,17,2022-12-07 11:19:14.594672
2,37,5,19,2022-12-08 11:19:14.594672
44,118,4,1,2022-12-09 11:19:14.594672
2,36,5,16,2022-12-10 11:19:14.594672
26,114,2,18,2022-12-11 11:19:14.594672
49,67,1,12,2022-12-12 11:19:14.594672
42,176,1,12,2022-12-13 11:19:14.594672
39,42,5,0,2022-12-14 11:19:14.594672
37,163,3,1,2022-12-15 11:19:14.594672
32,57,3,0,2022-12-16 11:19:14.594672
27,12,5,4,2022-12-17 11:19:14.594672
0,51,2,2,2022-12-18 11:19:14.594672
7,57,3,6,2022-12-19 11:19:14.594672
36,31,5,12,2022-12-20 11:19:14.594672
31,104,2,17,2022-12-21 11:19:14.594672
47,187,2,6,2022-12-22 11:19:14.594672
42,82,4,0,2022-12-23 11:19:14.594672
36,185,2,4,2022-12-24 11:19:14.594672
3,98,3,16,2022-12-25 11:19:14.594672
29,103,3,7,2022-12-26 11:19:14.594672
5,183,5,14,2022-12-27 11:19:14.594672
45,27,5,19,2022-12-28 11:19:14.594672
18,128,2,3,2022-12-29 11:19:14.594672
31,169,1,1,2022-12-30 11:19:14.594672
8,47,4,4,2022-12-31 11:19:14.594672
11,39,1,0,2023-01-01 11:19:14.594672
10,96,2,4,2023-01-02 11:19:14.594672
45,190,2,5,2023-01-03 11:19:14.594672
15,199,1,1,2023-01-04 11:19:14.594672
0,113,4,0,2023-01-05 11:19:14.594672
44,131,1,3,2023-01-06 11:19:14.594672
20,165,5,6,2023-01-07 11:19:14.594672
29,154,3,0,2023-01-08 11:19:14.594672
12,136,5,0,2023-01-09 11:19:14.594672
33,110,3,7,2023-01-10 11:19:14.594672
3,143,2,19,2023-01-11 11:19:14.594672
27,183,4,15,2023-01-12 11:19:14.594672
37,75,1,12,2023-01-13 11:19:14.594672
30,30,4,17,2023-01-14 11:19:14.594672
26,118,1,19,2023-01-15 11:19:14.594672
4,141,5,9,2023-01-16 11:19:14.594672
24,24,5,11,2023-01-17 11:19:14.594672
2,33,1,0,2023-01-18 11:19:14.594672
32,66,4,9,2023-01-19 11:19:14.594672
3,151,1,8,2023-01-20 11:19:14.594672
24,117,2,2,2023-01-21 11:19:14.594672
19,72,5,18,2023-01-22 11:19:14.594672
33,25,2,8,2023-01-23 11:19:14.594672
25,147,5,9,2023-01-24 11:19:14.594672
4,191,5,18,2023-01-25 11:19:14.594672
34,103,3,15,2023-01-26 11:19:14.594672
27,9,2,17,2023-01-27 11:19:14.594672
28,66,2,13,2023-01-28 11:19:14.594672
8,151,3,2,2023-01-29 11:19:14.594672
37,4,4,1,2023-01-30 11:19:14.594672
49,194,2,0,2023-01-31 11:19:14.594672
5,185,1,17,2023-02-01 11:19:14.594672
18,26,3,8,2023-02-02 11:19:14.594672
43,112,2,12,2023-02-03 11:19:14.594672
10,14,4,1,2023-02-04 11:19:14.594672
1,162,2,6,2023-02-05 11:19:14.594672
46,104,5,15,2023-02-06 11:19:14.594672
43,180,1,18,2023-02-07 11:19:14.594672
43,43,3,14,2023-02-08 11:19:14.594672
8,25,5,10,2023-02-09 11:19:14.594672
20,174,4,0,2023-02-10 11:19:14.594672
23,161,5,6,2023-02-11 11:19:14.594672
33,94,5,19,2023-02-12 11:19:14.594672
21,177,4,7,2023-02-13 11:19:14.594672
2,83,5,9,2023-02-14 11:19:14.594672
11,139,3,4,2023-02-15 11:19:14.594672
27,131,2,8,2023-02-16 11:19:14.594672
29,86,5,0,2023-02-17 11:19:14.594672
25,175,3,1,2023-02-18 11:19:14.594672
47,182,2,18,2023-02-19 11:19:14.594672
20,111,2,13,2023-02-20 11:19:14.594672
27,128,5,19,2023-02-21 11:19:14.594672
25,88,3,9,2023-02-22 11:19:14.594672
32,65,5,8,2023-02-23 11:19:14.594672
20,157,4,9,2023-02-24 11:19:14.594672
34,130,2,5,2023-02-25 11:19:14.594672
33,121,5,16,2023-02-26 11:19:14.594672
40,148,2,5,2023-02-27 11:19:14.594672
46,83,3,3,2023-02-28 11:19:14.594672
17,176,1,19,2023-03-01 11:19:14.594672
10,115,5,2,2023-03-02 11:19:14.594672
22,189,5,18,2023-03-03 11:19:14.594672
47,115,2,17,2023-03-04 11:19:14.594672
21,37,3,3,2023-03-05 11:19:14.594672
16,142,4,7,2023-03-06 11:19:14.594672
4,109,3,16,2023-03-07 11:19:14.594672
43,179,5,4,2023-03-08 11:19:14.594672
10,45,4,12,2023-03-09 11:19:14.594672
29,24,3,0,2023-03-10 11:19:14.594672
14,20,1,12,2023-03-11 11:19:14.594672
26,120,2,3,2023-03-12 11:19:14.594672
34,121,3,13,2023-03-13 11:19:14.594672
32,132,3,2,2023-03-14 11:19:14.594672
19,69,1,4,2023-03-15 11:19:14.594672
15,112,5,6,2023-03-16 11:19:14.594672
33,106,2,0,2023-03-17 11:19:14.594672
1,111,3,11,2023-03-18 11:19:14.594672
34,107,4,10,2023-03-19 11:19:14.594672
39,46,3,7,2023-03-20 11:19:14.594672
27,195,2,5,2023-03-21 11:19:14.594672
46,90,3,1,2023-03-22 11:19:14.594672
38,17,1,18,2023-03-23 11:19:14.594672
5,148,3,19,2023-03-24 11:19:14.594672
8,103,3,19,2023-03-25 11:19:14.594672
19,150,4,13,2023-03-26 11:19:14.594672
0,191,1,0,2023-03-27 11:19:14.594672
7,194,1,9,2023-03-28 11:19:14.594672
22,39,3,15,2023-03-29 11:19:14.594672
2,137,4,3,2023-03-30 11:19:14.594672
3,88,3,10,2023-03-31 11:19:14.594672
24,179,3,15,2023-04-01 11:19:14.594672
46,199,2,19,2023-04-02 11:19:14.594672
37,60,2,0,2023-04-03 11:19:14.594672
14,191,4,15,2023-04-04 11:19:14.594672
20,4,5,18,2023-04-05 11:19:14.594672
34,121,2,8,2023-04-06 11:19:14.594672
45,180,5,8,2023-04-07 11:19:14.594672
13,54,1,8,2023-04-08 11:19:14.594672
35,36,2,16,2023-04-09 11:19:14.594672
11,55,2,11,2023-04-10 11:19:14.594672
16,186,4,12,2023-04-11 11:19:14.594672
38,101,5,7,2023-04-12 11:19:14.594672
8,92,2,15,2023-04-13 11:19:14.594672
34,196,2,17,2023-04-14 11:19:14.594672
12,72,4,0,2023-04-15 11:19:14.594672
14,58,4,0,2023-04-16 11:19:14.594672
17,1,5,11,2023-04-17 11:19:14.594672
32,192,1,5,2023-04-18 11:19:14.594672
5,103,1,8,2023-04-19 11:19:14.594672
26,187,3,4,2023-04-20 11:19:14.594672
22,50,2,15,2023-04-21 11:19:14.594672
26,29,5,17,2023-04-22 11:19:14.594672
33,10,2,16,2023-04-23 11:19:14.594672
45,107,5,17,2023-04-24 11:19:14.594672
37,75,5,0,2023-04-25 11:19:14.594672
13,166,5,18,2023-04-26 11:19:14.594672
35,89,2,7,2023-04-27 11:19:14.594672
7,122,4,2,2023-04-28 11:19:14.594672
34,199,2,4,2023-04-29 11:19:14.594672
18,190,5,7,2023-04-30 11:19:14.594672
29,191,3,18,2023-05-01 11:19:14.594672
13,188,1,17,2023-05-02 11:19:14.594672
19,124,5,17,2023-05-03 11:19:14.594672
48,181,3,0,2023-05-04 11:19:14.594672
24,121,4,14,2023-05-05 11:19:14.594672
39,93,5,17,2023-05-06 11:19:14.594672
23,102,3,6,2023-05-07 11:19:14.594672
13,185,5,15,2023-05-08 11:19:14.594672
25,183,2,15,2023-05-09 11:19:14.594672
37,161,3,14,2023-05-10 11:19:14.594672
22,30,2,5,2023-05-11 11:19:14.594672
21,51,2,8,2023-05-12 11:19:14.594672
47,88,3,6,2023-05-13 11:19:14.594672
18,75,1,13,2023-05-14 11:19:14.594672
45,128,3,10,2023-05-15 11:19:14.594672
2,182,1,15,2023-05-16 11:19:14.594672
41,21,5,5,2023-05-17 11:19:14.594672
18,39,5,15,2023-05-18 11:19:14.594672
8,100,3,19,2023-05-19 11:19:14.594672
27,110,5,15,2023-05-20 11:19:14.594672
19,128,4,11,2023-05-21 11:19:14.594672
44,64,2,16,2023-05-22 11:19:14.594672
6,190,2,4,2023-05-23 11:19:14.594672
13,181,1,12,2023-05-24 11:19:14.594672
8,169,5,7,2023-05-25 11:19:14.594672
18,148,1,4,2023-05-26 11:19:14.594672
46,78,2,11,2023-05-27 11:19:14.594672
13,21,2,8,2023-05-28 11:19:14.594672
37,165,5,2,2023-05-29 11:19:14.594672
35,98,4,2,2023-05-30 11:19:14.594672
39,7,4,0,2023-05-31 11:19:14.594672
16,189,5,17,2023-06-01 11:19:14.594672
29,174,5,11,2023-06-02 11:19:14.594672
8,16,1,8,2023-06-03 11:19:14.594672
32,16,5,8,2023-06-04 11:19:14.594672
24,89,4,17,2023-06-05 11:19:14.594672
13,140,5,17,2023-06-06 11:19:14.594672
10,144,1,6,2023-06-07 11:19:14.594672
34,165,1,3,2023-06-08 11:19:14.594672
40,80,1,12,2023-06-09 11:19:14.594672
13,77,1,16,2023-06-10 11:19:14.594672
29,172,3,1,2023-06-11 11:19:14.594672
40,5,5,13,2023-06-12 11:19:14.594672
3,162,2,2,2023-06-13 11:19:14.594672
3,109,5,4,2023-06-14 11:19:14.594672
27,13,3,13,2023-06-15 11:19:14.594672
7,71,1,2,2023-06-16 11:19:14.594672
1,188,3,6,2023-06-17 11:19:14.594672
40,142,4,17,2023-06-18 11:19:14.594672
45,53,4,12,2023-06-19 11:19:14.594672
21,26,5,9,2023-06-20 11:19:14.594672
40,12,5,12,2023-06-21 11:19:14.594672
15,158,2,15,2023-06-22 11:19:14.594672
28,162,2,8,2023-06-23 11:19:14.594672
48,59,4,1,2023-06-24 11:19:14.594672
47,5,1,4,2023-06-25 11:19:14.594672
29,196,3,16,2023-06-26 11:19:14.594672
11,57,2,3,2023-06-27 11:19:14.594672
34,48,2,16,2023-06-28 11:19:14.594672
10,150,1,8,2023-06-29 11:19:14.594672
45,161,1,19,2023-06-30 11:19:14.594672
49,25,5,1,2023-07-01 11:19:14.594672
20,46,3,17,2023-07-02 11:19:14.594672
20,4,1,10,2023-07-03 11:19:14.594672
4,19,2,12,2023-07-04 11:19:14.594672
47,133,2,7,2023-07-05 11:19:14.594672
19,197,4,0,2023-07-06 11:19:14.594672
36,58,1,16,2023-07-07 11:19:14.594672
2,191,5,11,2023-07-08 11:19:14.594672
43,145,3,3,2023-07-09 11:19:14.594672
32,131,5,12,2023-07-10 11:19:14.594672
8,16,2,8,2023-07-11 11:19:14.594672
8,13,5,6,2023-07-12 11:19:14.594672
3,12,2,4,2023-07-13 11:19:14.594672
34,134,2,4,2023-07-14 11:19:14.594672
16,127,2,16,2023-07-15 11:19:14.594672
33,43,2,8,2023-07-16 11:19:14.594672
23,118,2,5,2023-07-17 11:19:14.594672
31,142,4,18,2023-07-18 11:19:14.594672
0,18,5,15,2023-07-19 11:19:14.594672
7,62,4,1,2023-07-20 11:19:14.594672
44,162,4,9,2023-07-21 11:19:14.594672
22,80,1,15,2023-07-22 11:19:14.594672
46,162,1,4,2023-07-23 11:19:14.594672
39,146,1,14,2023-07-24 11:19:14.594672
11,147,3,12,2023-07-25 11:19:14.594672
11,99,1,12,2023-07-26 11:19:14.594672
45,162,5,12,2023-07-27 11:19:14.594672
46,159,4,14,2023-07-28 11:19:14.594672
14,121,5,13,2023-07-29 11:19:14.594672
40,175,1,7,2023-07-30 11:19:14.594672
18,43,3,10,2023-07-31 11:19:14.594672
25,103,3,17,2023-08-01 11:19:14.594672
28,151,4,3,2023-08-02 11:19:14.594672
21,60,5,9,2023-08-03 11:19:14.594672
39,124,2,0,2023-08-04 11:19:14.594672
20,144,5,4,2023-08-05 11:19:14.594672
37,70,1,12,2023-08-06 11:19:14.594672
19,106,2,0,2023-08-07 11:19:14.594672
28,49,3,7,2023-08-08 11:19:14.594672
3,64,4,2,2023-08-09 11:19:14.594672
6,98,4,2,2023-08-10 11:19:14.594672
27,31,3,6,2023-08-11 11:19:14.594672
27,163,1,3,2023-08-12 11:19:14.594672
3,140,3,2,2023-08-13 11:19:14.594672
21,197,1,14,2023-08-14 11:19:14.594672
11,57,2,7,2023-08-15 11:19:14.594672
44,127,3,2,2023-08-16 11:19:14.594672
2,141,1,6,2023-08-17 11:19:14.594672
21,164,2,17,2023-08-18 11:19:14.594672
43,111,3,10,2023-08-19 11:19:14.594672
1,67,4,10,2023-08-20 11:19:14.594672
23,39,3,16,2023-08-21 11:19:14.594672
33,186,5,5,2023-08-22 11:19:14.594672
26,143,3,7,2023-08-23 11:19:14.594672
40,189,5,0,2023-08-24 11:19:14.594672
0,131,2,9,2023-08-25 11:19:14.594672
7,172,3,18,2023-08-26 11:19:14.594672
22,89,2,2,2023-08-27 11:19:14.594672
37,27,2,3,2023-08-28 11:19:14.594672
5,95,1,10,2023-08-29 11:19:14.594672
21,193,2,14,2023-08-30 11:19:14.594672
24,30,2,0,2023-08-31 11:19:14.594672
17,2,3,8,2023-09-01 11:19:14.594672
16,135,3,10,2023-09-02 11:19:14.594672
11,23,4,18,2023-09-03 11:19:14.594672
5,14,1,12,2023-09-04 11:19:14.594672
25,170,2,15,2023-09-05 11:19:14.594672
26,158,1,3,2023-09-06 11:19:14.594672
7,44,5,0,2023-09-07 11:19:14.594672
18,193,2,19,2023-09-08 11:19:14.594672
41,7,1,12,2023-09-09 11:19:14.594672
0,70,4,0,2023-09-10 11:19:14.594672
28,107,4,4,2023-09-11 11:19:14.594672
44,114,2,4,2023-09-12 11:19:14.594672
48,102,5,13,2023-09-13 11:19:14.594672
34,124,4,13,2023-09-14 11:19:14.594672
39,56,4,7,2023-09-15 11:19:14.594672
13,29,5,3,2023-09-16 11:19:14.594672
34,145,1,6,2023-09-17 11:19:14.594672
47,113,4,19,2023-09-18 11:19:14.594672
44,196,3,18,2023-09-19 11:19:14.594672
19,116,4,14,2023-09-20 11:19:14.594672
48,166,1,3,2023-09-21 11:19:14.594672
12,59,1,18,2023-09-22 11:19:14.594672
37,97,2,8,2023-09-23 11:19:14.594672
48,170,3,12,2023-09-24 11:19:14.594672
45,125,1,13,2023-09-25 11:19:14.594672
48,172,5,13,2023-09-26 11:19:14.594672
7,150,3,9,2023-09-27 11:19:14.594672
42,196,3,15,2023-09-28 11:19:14.594672
19,93,5,4,2023-09-29 11:19:14.594672
32,133,4,5,2023-09-30 11:19:14.594672
25,183,5,1,2023-10-01 11:19:14.594672
38,121,5,12,2023-10-02 11:19:14.594672
20,107,4,12,2023-10-03 11:19:14.594672
48,3,4,18,2023-10-04 11:19:14.594672
41,92,4,17,2023-10-05 11:19:14.594672
42,150,4,18,2023-10-06 11:19:14.594672
40,5,4,0,2023-10-07 11:19:14.594672
8,31,5,7,2023-10-08 11:19:14.594672
23,105,2,15,2023-10-09 11:19:14.594672
36,145,2,1,2023-10-10 11:19:14.594672
48,14,1,7,2023-10-11 11:19:14.594672
40,167,2,5,2023-10-12 11:19:14.594672
16,121,2,15,2023-10-13 11:19:14.594672
23,95,5,10,2023-10-14 11:19:14.594672
20,5,4,16,2023-10-15 11:19:14.594672
38,111,4,18,2023-10-16 11:19:14.594672
40,119,5,10,2023-10-17 11:19:14.594672
38,122,2,7,2023-10-18 11:19:14.594672
12,190,5,3,2023-10-19 11:19:14.594672
10,66,1,10,2023-10-20 11:19:14.594672
45,105,4,7,2023-10-21 11:19:14.594672
18,138,3,8,2023-10-22 11:19:14.594672
10,42,1,1,2023-10-23 11:19:14.594672
12,144,1,15,2023-10-24 11:19:14.594672
45,95,5,5,2023-10-25 11:19:14.594672
44,131,2,18,2023-10-26 11:19:14.594672
0,190,4,7,2023-10-27 11:19:14.594672
39,195,3,13,2023-10-28 11:19:14.594672
43,80,1,15,2023-10-29 11:19:14.594672
18,40,3,11,2023-10-30 11:19:14.594672
11,132,2,4,2023-10-31 11:19:14.594672
7,159,2,18,2023-11-01 11:19:14.594672
7,197,3,17,2023-11-02 11:19:14.594672
44,34,4,8,2023-11-03 11:19:14.594672
11,21,2,1,2023-11-04 11:19:14.594672
47,192,3,19,2023-11-05 11:19:14.594672
32,149,1,11,2023-11-06 11:19:14.594672
44,111,3,1,2023-11-07 11:19:14.594672
25,10,3,9,2023-11-08 11:19:14.594672
38,2,5,0,2023-11-09 11:19:14.594672
27,136,2,3,2023-11-10 11:19:14.594672
4,59,4,11,2023-11-11 11:19:14.594672
7,75,4,8,2023-11-12 11:19:14.594672
24,86,5,3,2023-11-13 11:19:14.594672
26,13,4,8,2023-11-14 11:19:14.594672
45,17,3,5,2023-11-15 11:19:14.594672
22,112,5,0,2023-11-16 11:19:14.594672
29,72,1,9,2023-11-17 11:19:14.594672
44,22,2,13,2023-11-18 11:19:14.594672
46,82,2,17,2023-11-19 11:19:14.594672
22,124,2,5,2023-11-20 11:19:14.594672
48,174,3,17,2023-11-21 11:19:14.594672
46,68,1,19,2023-11-22 11:19:14.594672
19,46,5,15,2023-11-23 11:19:14.594672
17,115,5,14,2023-11-24 11:19:14.594672
17,29,2,15,2023-11-25 11:19:14.594672
1,24,1,7,2023-11-26 11:19:14.594672
3,155,1,12,2023-11-27 11:19:14.594672
29,111,1,10,2023-11-28 11:19:14.594672
32,24,4,6,2023-11-29 11:19:14.594672
35,73,4,16,2023-11-30 11:19:14.594672
17,57,2,17,2023-12-01 11:19:14.594672
36,93,1,18,2023-12-02 11:19:14.594672
18,118,1,12,2023-12-03 11:19:14.594672
46,126,5,14,2023-12-04 11:19:14.594672
27,168,5,0,2023-12-05 11:19:14.594672
39,24,2,15,2023-12-06 11:19:14.594672
19,77,1,4,2023-12-07 11:19:14.594672
48,98,2,2,2023-12-08 11:19:14.594672
32,115,5,9,2023-12-09 11:19:14.594672
11,47,5,18,2023-12-10 11:19:14.594672
14,9,4,4,2023-12-11 11:19:14.594672
40,98,2,6,2023-12-12 11:19:14.594672
38,10,2,13,2023-12-13 11:19:14.594672
1,84,1,2,2023-12-14 11:19:14.594672
28,148,1,12,2023-12-15 11:19:14.594672
40,172,4,12,2023-12-16 11:19:14.594672
9,134,3,9,2023-12-17 11:19:14.594672
1,191,3,1,2023-12-18 11:19:14.594672
10,125,3,5,2023-12-19 11:19:14.594672
12,63,2,7,2023-12-20 11:19:14.594672
9,1,2,3,2023-12-21 11:19:14.594672
13,75,5,11,2023-12-22 11:19:14.594672
17,120,2,14,2023-12-23 11:19:14.594672
8,41,2,7,2023-12-24 11:19:14.594672
38,53,2,6,2023-12-25 11:19:14.594672
27,74,4,13,2023-12-26 11:19:14.594672
2,15,2,18,2023-12-27 11:19:14.594672
19,17,1,13,2023-12-28 11:19:14.594672
5,186,1,12,2023-12-29 11:19:14.594672
26,89,5,0,2023-12-30 11:19:14.594672
1,143,4,18,2023-12-31 11:19:14.594672
28,5,1,0,2024-01-01 11:19:14.594672
37,184,4,3,2024-01-02 11:19:14.594672
2,107,4,9,2024-01-03 11:19:14.594672
15,174,5,2,2024-01-04 11:19:14.594672
29,47,4,19,2024-01-05 11:19:14.594672
39,41,2,8,2024-01-06 11:19:14.594672
1,75,4,2,2024-01-07 11:19:14.594672
16,187,5,5,2024-01-08 11:19:14.594672
40,76,5,5,2024-01-09 11:19:14.594672
11,131,5,11,2024-01-10 11:19:14.594672
34,129,1,0,2024-01-11 11:19:14.594672
42,58,2,15,2024-01-12 11:19:14.594672
0,154,1,4,2024-01-13 11:19:14.594672
44,26,3,8,2024-01-14 11:19:14.594672
14,78,2,9,2024-01-15 11:19:14.594672
25,71,4,12,2024-01-16 11:19:14.594672
36,6,5,14,2024-01-17 11:19:14.594672
20,190,3,11,2024-01-18 11:19:14.594672
48,110,2,4,2024-01-19 11:19:14.594672
30,118,1,4,2024-01-20 11:19:14.594672
24,173,5,17,2024-01-21 11:19:14.594672
22,62,1,11,2024-01-22 11:19:14.594672
23,123,2,2,2024-01-23 11:19:14.594672
37,11,2,6,2024-01-24 11:19:14.594672
27,140,3,16,2024-01-25 11:19:14.594672
20,42,4,18,2024-01-26 11:19:14.594672
42,16,1,17,2024-01-27 11:19:14.594672
17,62,3,0,2024-01-28 11:19:14.594672
35,119,5,4,2024-01-29 11:19:14.594672
34,35,4,1,2024-01-30 11:19:14.594672
44,7,3,0,2024-01-31 11:19:14.594672
8,68,1,6,2024-02-01 11:19:14.594672
37,89,2,10,2024-02-02 11:19:14.594672
29,35,5,10,2024-02-03 11:19:14.594672
43,27,1,17,2024-02-04 11:19:14.594672
33,117,4,16,2024-02-05 11:19:14.594672
31,92,4,1,2024-02-06 11:19:14.594672
2,174,2,6,2024-02-07 11:19:14.594672
2,75,2,6,2024-02-08 11:19:14.594672
27,100,5,9,2024-02-09 11:19:14.594672
43,157,5,2,2024-02-10 11:19:14.594672
14,150,2,11,2024-02-11 11:19:14.594672
40,143,2,2,2024-02-12 11:19:14.594672
22,13,4,10,2024-02-13 11:19:14.594672
39,70,2,11,2024-02-14 11:19:14.594672
10,179,3,3,2024-02-15 11:19:14.594672
47,123,1,15,2024-02-16 11:19:14.594672
31,124,2,19,2024-02-17 11:19:14.594672
35,36,5,17,2024-02-18 11:19:14.594672
32,28,3,3,2024-02-19 11:19:14.594672
23,194,5,5,2024-02-20 11:19:14.594672
38,142,3,14,2024-02-21 11:19:14.594672
33,174,2,0,2024-02-22 11:19:14.594672
27,173,1,2,2024-02-23 11:19:14.594672
36,179,5,4,2024-02-24 11:19:14.594672
6,18,3,16,2024-02-25 11:19:14.594672
3,105,4,13,2024-02-26 11:19:14.594672
36,20,2,8,2024-02-27 11:19:14.594672
0,63,1,2,2024-02-28 11:19:14.594672
0,164,2,12,2024-02-29 11:19:14.594672
46,26,4,2,2024-03-01 11:19:14.594672
19,54,1,10,2024-03-02 11:19:14.594672
18,28,4,1,2024-03-03 11:19:14.594672
28,147,2,14,2024-03-04 11:19:14.594672
9,24,3,12,2024-03-05 11:19:14.594672
17,69,2,18,2024-03-06 11:19:14.594672
27,62,2,15,2024-03-07 11:19:14.594672
34,163,2,17,2024-03-08 11:19:14.594672
42,129,5,6,2024-03-09 11:19:14.594672
46,149,4,12,2024-03-10 11:19:14.594672
30,15,4,3,2024-03-11 11:19:14.594672
26,145,4,8,2024-03-12 11:19:14.594672
10,196,5,9,2024-03-13 11:19:14.594672
48,181,3,8,2024-03-14 11:19:14.594672
48,99,2,6,2024-03-15 11:19:14.594672
37,29,3,14,2024-03-16 11:19:14.594672
4,44,5,7,2024-03-17 11:19:14.594672
7,18,4,18,2024-03-18 11:19:14.594672
33,33,2,10,2024-03-19 11:19:14.594672
47,140,1,4,2024-03-20 11:19:14.594672
11,170,1,1,2024-03-21 11:19:14.594672
37,61,3,9,2024-03-22 11:19:14.594672
0,117,4,15,2024-03-23 11:19:14.594672
30,99,1,12,2024-03-24 11:19:14.594672
3,21,3,7,2024-03-25 11:19:14.594672
48,179,5,8,2024-03-26 11:19:14.594672
44,179,3,10,2024-03-27 11:19:14.594672
49,110,3,10,2024-03-28 11:19:14.594672
4,163,3,15,2024-03-29 11:19:14.594672
29,72,2,9,2024-03-30 11:19:14.594672
23,146,3,11,2024-03-31 11:19:14.594672
2,37,3,5,2024-04-01 11:19:14.594672
10,69,2,11,2024-04-02 11:19:14.594672
44,115,2,9,2024-04-03 11:19:14.594672
3,78,5,17,2024-04-04 11:19:14.594672
25,184,4,17,2024-04-05 11:19:14.594672
26,147,1,3,2024-04-06 11:19:14.594672
45,8,1,8,2024-04-07 11:19:14.594672
42,31,3,6,2024-04-08 11:19:14.594672
26,131,5,17,2024-04-09 11:19:14.594672
41,49,3,7,2024-04-10 11:19:14.594672
49,81,1,10,2024-04-11 11:19:14.594672
5,4,2,6,2024-04-12 11:19:14.594672
14,147,4,8,2024-04-13 11:19:14.594672
29,86,5,7,2024-04-14 11:19:14.594672
41,125,2,2,2024-04-15 11:19:14.594672
36,74,4,16,2024-04-16 11:19:14.594672
36,164,5,1,2024-04-17 11:19:14.594672
41,21,5,14,2024-04-18 11:19:14.594672
36,185,1,13,2024-04-19 11:19:14.594672
34,67,2,17,2024-04-20 11:19:14.594672
22,43,5,15,2024-04-21 11:19:14.594672
5,33,5,19,2024-04-22 11:19:14.594672
3,76,4,3,2024-04-23 11:19:14.594672
17,41,1,19,2024-04-24 11:19:14.594672
8,136,3,5,2024-04-25 11:19:14.594672
48,105,1,5,2024-04-26 11:19:14.594672
28,94,3,10,2024-04-27 11:19:14.594672
12,134,2,16,2024-04-28 11:19:14.594672
46,67,2,2,2024-04-29 11:19:14.594672
16,146,5,12,2024-04-30 11:19:14.594672
44,158,2,2,2024-05-01 11:19:14.594672
31,127,5,15,2024-05-02 11:19:14.594672
47,162,1,14,2024-05-03 11:19:14.594672
21,184,2,10,2024-05-04 11:19:14.594672
3,84,1,17,2024-05-05 11:19:14.594672
4,188,1,14,2024-05-06 11:19:14.594672
