user_id,skill_sequence,reward,state,action,next_state,done
36,"[np.int64(46), np.int64(98), np.int64(13), np.int64(193), np.int64(156), np.int64(131)]",1.6491617971129435,46_98_13_193_156,131,46_98_13_193_156_131,False
36,"[np.int64(46), np.int64(98), np.int64(13), np.int64(193), np.int64(156), np.int64(131), np.int64(153)]",-2.172661806916365,46_98_13_193_156_131,153,46_98_13_193_156_131_153,False
36,"[np.int64(46), np.int64(98), np.int64(13), np.int64(193), np.int64(156), np.int64(131), np.int64(153), np.int64(114)]",48.536298115346725,46_98_13_193_156_131_153,114,46_98_13_193_156_131_153_114,False
36,"[np.int64(46), np.int64(98), np.int64(13), np.int64(193), np.int64(156), np.int64(131), np.int64(153), np.int64(114), np.int64(139)]",42.09943781902207,46_98_13_193_156_131_153_114,139,46_98_13_193_156_131_153_114_139,False
36,"[np.int64(46), np.int64(98), np.int64(13), np.int64(193), np.int64(156), np.int64(131), np.int64(153), np.int64(114), np.int64(139), np.int64(1)]",43.5941688325968,46_98_13_193_156_131_153_114_139,1,46_98_13_193_156_131_153_114_139_1,True
37,[np.int64(4)],27.570767175470884,,4,4,False
37,"[np.int64(4), np.int64(116)]",7.207743751312387,4,116,4_116,False
37,"[np.int64(4), np.int64(116), np.int64(145)]",48.15494832935052,4_116,145,4_116_145,False
37,"[np.int64(4), np.int64(116), np.int64(145), np.int64(148)]",26.521053236210054,4_116_145,148,4_116_145_148,False
37,"[np.int64(4), np.int64(116), np.int64(145), np.int64(148), np.int64(71)]",13.964099524468011,4_116_145_148,71,4_116_145_148_71,False
37,"[np.int64(4), np.int64(116), np.int64(145), np.int64(148), np.int64(71), np.int64(73)]",28.70058892949404,4_116_145_148_71,73,4_116_145_148_71_73,False
37,"[np.int64(4), np.int64(116), np.int64(145), np.int64(148), np.int64(71), np.int64(73), np.int64(50)]",13.72430063178246,4_116_145_148_71_73,50,4_116_145_148_71_73_50,False
37,"[np.int64(4), np.int64(116), np.int64(145), np.int64(148), np.int64(71), np.int64(73), np.int64(50), np.int64(168)]",39.067740858765134,4_116_145_148_71_73_50,168,4_116_145_148_71_73_50_168,False
37,"[np.int64(4), np.int64(116), np.int64(145), np.int64(148), np.int64(71), np.int64(73), np.int64(50), np.int64(168), np.int64(23)]",24.070457633103278,4_116_145_148_71_73_50_168,23,4_116_145_148_71_73_50_168_23,False
37,"[np.int64(4), np.int64(116), np.int64(145), np.int64(148), np.int64(71), np.int64(73), np.int64(50), np.int64(168), np.int64(23), np.int64(151)]",-7.48176979563598,4_116_145_148_71_73_50_168_23,151,4_116_145_148_71_73_50_168_23_151,True
38,[np.int64(39)],23.23041753372417,,39,39,False
38,"[np.int64(39), np.int64(46)]",12.967569864794562,39,46,39_46,False
38,"[np.int64(39), np.int64(46), np.int64(168)]",-0.5635879554164069,39_46,168,39_46_168,False
38,"[np.int64(39), np.int64(46), np.int64(168), np.int64(174)]",28.565114837572814,39_46_168,174,39_46_168_174,False
38,"[np.int64(39), np.int64(46), np.int64(168), np.int64(174), np.int64(19)]",22.177901947831188,39_46_168_174,19,39_46_168_174_19,False
38,"[np.int64(39), np.int64(46), np.int64(168), np.int64(174), np.int64(19), np.int64(108)]",6.484175077778058,39_46_168_174_19,108,39_46_168_174_19_108,False
38,"[np.int64(39), np.int64(46), np.int64(168), np.int64(174), np.int64(19), np.int64(108), np.int64(192)]",18.78628146694267,39_46_168_174_19_108,192,39_46_168_174_19_108_192,False
38,"[np.int64(39), np.int64(46), np.int64(168), np.int64(174), np.int64(19), np.int64(108), np.int64(192), np.int64(67)]",34.74429890247137,39_46_168_174_19_108_192,67,39_46_168_174_19_108_192_67,False
38,"[np.int64(39), np.int64(46), np.int64(168), np.int64(174), np.int64(19), np.int64(108), np.int64(192), np.int64(67), np.int64(23)]",2.316300473039512,39_46_168_174_19_108_192_67,23,39_46_168_174_19_108_192_67_23,False
38,"[np.int64(39), np.int64(46), np.int64(168), np.int64(174), np.int64(19), np.int64(108), np.int64(192), np.int64(67), np.int64(23), np.int64(35)]",7.574344802103745,39_46_168_174_19_108_192_67_23,35,39_46_168_174_19_108_192_67_23_35,True
39,[np.int64(186)],28.506524266460673,,186,186,False
39,"[np.int64(186), np.int64(42)]",18.31624194531766,186,42,186_42,False
39,"[np.int64(186), np.int64(42), np.int64(102)]",44.47343602476997,186_42,102,186_42_102,False
39,"[np.int64(186), np.int64(42), np.int64(102), np.int64(113)]",11.791351765450953,186_42_102,113,186_42_102_113,False
39,"[np.int64(186), np.int64(42), np.int64(102), np.int64(113), np.int64(3)]",7.2291358062577205,186_42_102_113,3,186_42_102_113_3,False
39,"[np.int64(186), np.int64(42), np.int64(102), np.int64(113), np.int64(3), np.int64(4)]",20.0440943686519,186_42_102_113_3,4,186_42_102_113_3_4,False
39,"[np.int64(186), np.int64(42), np.int64(102), np.int64(113), np.int64(3), np.int64(4), np.int64(67)]",17.356771146119677,186_42_102_113_3_4,67,186_42_102_113_3_4_67,False
39,"[np.int64(186), np.int64(42), np.int64(102), np.int64(113), np.int64(3), np.int64(4), np.int64(67), np.int64(122)]",10.665682773031296,186_42_102_113_3_4_67,122,186_42_102_113_3_4_67_122,False
39,"[np.int64(186), np.int64(42), np.int64(102), np.int64(113), np.int64(3), np.int64(4), np.int64(67), np.int64(122), np.int64(172)]",31.624477921899715,186_42_102_113_3_4_67_122,172,186_42_102_113_3_4_67_122_172,False
39,"[np.int64(186), np.int64(42), np.int64(102), np.int64(113), np.int64(3), np.int64(4), np.int64(67), np.int64(122), np.int64(172), np.int64(79)]",35.5737100348345,186_42_102_113_3_4_67_122_172,79,186_42_102_113_3_4_67_122_172_79,True
40,[np.int64(95)],46.702247921816266,,95,95,False
40,"[np.int64(95), np.int64(5)]",-7.1036867825211125,95,5,95_5,False
40,"[np.int64(95), np.int64(5), np.int64(97)]",-9.93866202433312,95_5,97,95_5_97,False
40,"[np.int64(95), np.int64(5), np.int64(97), np.int64(55)]",26.010916658859536,95_5_97,55,95_5_97_55,False
40,"[np.int64(95), np.int64(5), np.int64(97), np.int64(55), np.int64(135)]",7.043627724782915,95_5_97_55,135,95_5_97_55_135,False
40,"[np.int64(95), np.int64(5), np.int64(97), np.int64(55), np.int64(135), np.int64(93)]",42.83290054033742,95_5_97_55_135,93,95_5_97_55_135_93,False
40,"[np.int64(95), np.int64(5), np.int64(97), np.int64(55), np.int64(135), np.int64(93), np.int64(26)]",9.63501847434902,95_5_97_55_135_93,26,95_5_97_55_135_93_26,False
40,"[np.int64(95), np.int64(5), np.int64(97), np.int64(55), np.int64(135), np.int64(93), np.int64(26), np.int64(198)]",7.384256031733358,95_5_97_55_135_93_26,198,95_5_97_55_135_93_26_198,False
40,"[np.int64(95), np.int64(5), np.int64(97), np.int64(55), np.int64(135), np.int64(93), np.int64(26), np.int64(198), np.int64(154)]",6.170637273097837,95_5_97_55_135_93_26_198,154,95_5_97_55_135_93_26_198_154,False
40,"[np.int64(95), np.int64(5), np.int64(97), np.int64(55), np.int64(135), np.int64(93), np.int64(26), np.int64(198), np.int64(154), np.int64(119)]",-1.3088303639053533,95_5_97_55_135_93_26_198_154,119,95_5_97_55_135_93_26_198_154_119,True
41,[np.int64(101)],21.212761325409755,,101,101,False
41,"[np.int64(101), np.int64(168)]",31.762083933747935,101,168,101_168,False
41,"[np.int64(101), np.int64(168), np.int64(136)]",46.52854893682428,101_168,136,101_168_136,False
41,"[np.int64(101), np.int64(168), np.int64(136), np.int64(190)]",0.7471570494173063,101_168_136,190,101_168_136_190,False
41,"[np.int64(101), np.int64(168), np.int64(136), np.int64(190), np.int64(164)]",-3.804471433835046,101_168_136_190,164,101_168_136_190_164,False
41,"[np.int64(101), np.int64(168), np.int64(136), np.int64(190), np.int64(164), np.int64(141)]",-6.874725584370944,101_168_136_190_164,141,101_168_136_190_164_141,False
41,"[np.int64(101), np.int64(168), np.int64(136), np.int64(190), np.int64(164), np.int64(141), np.int64(100)]",16.162494974777015,101_168_136_190_164_141,100,101_168_136_190_164_141_100,False
41,"[np.int64(101), np.int64(168), np.int64(136), np.int64(190), np.int64(164), np.int64(141), np.int64(100), np.int64(72)]",27.388842040157414,101_168_136_190_164_141_100,72,101_168_136_190_164_141_100_72,False
41,"[np.int64(101), np.int64(168), np.int64(136), np.int64(190), np.int64(164), np.int64(141), np.int64(100), np.int64(72), np.int64(71)]",40.43320140507585,101_168_136_190_164_141_100_72,71,101_168_136_190_164_141_100_72_71,False
41,"[np.int64(101), np.int64(168), np.int64(136), np.int64(190), np.int64(164), np.int64(141), np.int64(100), np.int64(72), np.int64(71), np.int64(166)]",30.95869293758788,101_168_136_190_164_141_100_72_71,166,101_168_136_190_164_141_100_72_71_166,True
42,[np.int64(50)],34.86442313850152,,50,50,False
42,"[np.int64(50), np.int64(53)]",5.140040264793657,50,53,50_53,False
42,"[np.int64(50), np.int64(53), np.int64(89)]",14.88188709830769,50_53,89,50_53_89,False
42,"[np.int64(50), np.int64(53), np.int64(89), np.int64(80)]",-5.059470214196697,50_53_89,80,50_53_89_80,False
42,"[np.int64(50), np.int64(53), np.int64(89), np.int64(80), np.int64(117)]",26.39155202303202,50_53_89_80,117,50_53_89_80_117,False
42,"[np.int64(50), np.int64(53), np.int64(89), np.int64(80), np.int64(117), np.int64(155)]",-3.7761901274503495,50_53_89_80_117,155,50_53_89_80_117_155,False
42,"[np.int64(50), np.int64(53), np.int64(89), np.int64(80), np.int64(117), np.int64(155), np.int64(18)]",40.154574932357285,50_53_89_80_117_155,18,50_53_89_80_117_155_18,False
42,"[np.int64(50), np.int64(53), np.int64(89), np.int64(80), np.int64(117), np.int64(155), np.int64(18), np.int64(26)]",38.87322722119981,50_53_89_80_117_155_18,26,50_53_89_80_117_155_18_26,False
42,"[np.int64(50), np.int64(53), np.int64(89), np.int64(80), np.int64(117), np.int64(155), np.int64(18), np.int64(26), np.int64(175)]",22.016306067338572,50_53_89_80_117_155_18_26,175,50_53_89_80_117_155_18_26_175,False
42,"[np.int64(50), np.int64(53), np.int64(89), np.int64(80), np.int64(117), np.int64(155), np.int64(18), np.int64(26), np.int64(175), np.int64(146)]",-1.5300380081782183,50_53_89_80_117_155_18_26_175,146,50_53_89_80_117_155_18_26_175_146,True
43,[np.int64(50)],-7.896103058876878,,50,50,False
43,"[np.int64(50), np.int64(112)]",-7.764767163148234,50,112,50_112,False
43,"[np.int64(50), np.int64(112), np.int64(143)]",-8.419160068364944,50_112,143,50_112_143,False
43,"[np.int64(50), np.int64(112), np.int64(143), np.int64(100)]",34.34748002819278,50_112_143,100,50_112_143_100,False
43,"[np.int64(50), np.int64(112), np.int64(143), np.int64(100), np.int64(2)]",9.080582288857888,50_112_143_100,2,50_112_143_100_2,False
43,"[np.int64(50), np.int64(112), np.int64(143), np.int64(100), np.int64(2), np.int64(78)]",37.77801115805982,50_112_143_100_2,78,50_112_143_100_2_78,False
43,"[np.int64(50), np.int64(112), np.int64(143), np.int64(100), np.int64(2), np.int64(78), np.int64(97)]",15.90396943057095,50_112_143_100_2_78,97,50_112_143_100_2_78_97,False
43,"[np.int64(50), np.int64(112), np.int64(143), np.int64(100), np.int64(2), np.int64(78), np.int64(97), np.int64(172)]",17.17988604979783,50_112_143_100_2_78_97,172,50_112_143_100_2_78_97_172,False
43,"[np.int64(50), np.int64(112), np.int64(143), np.int64(100), np.int64(2), np.int64(78), np.int64(97), np.int64(172), np.int64(149)]",20.772956150574423,50_112_143_100_2_78_97_172,149,50_112_143_100_2_78_97_172_149,False
43,"[np.int64(50), np.int64(112), np.int64(143), np.int64(100), np.int64(2), np.int64(78), np.int64(97), np.int64(172), np.int64(149), np.int64(22)]",32.781887382506234,50_112_143_100_2_78_97_172_149,22,50_112_143_100_2_78_97_172_149_22,True
44,[np.int64(183)],9.806707871314469,,183,183,False
44,"[np.int64(183), np.int64(54)]",9.337848404174508,183,54,183_54,False
44,"[np.int64(183), np.int64(54), np.int64(24)]",23.468160872548815,183_54,24,183_54_24,False
44,"[np.int64(183), np.int64(54), np.int64(24), np.int64(25)]",41.67717996528582,183_54_24,25,183_54_24_25,False
44,"[np.int64(183), np.int64(54), np.int64(24), np.int64(25), np.int64(176)]",3.4343721148088324,183_54_24_25,176,183_54_24_25_176,False
44,"[np.int64(183), np.int64(54), np.int64(24), np.int64(25), np.int64(176), np.int64(62)]",46.47549176254416,183_54_24_25_176,62,183_54_24_25_176_62,False
44,"[np.int64(183), np.int64(54), np.int64(24), np.int64(25), np.int64(176), np.int64(62), np.int64(172)]",25.947121089206494,183_54_24_25_176_62,172,183_54_24_25_176_62_172,False
44,"[np.int64(183), np.int64(54), np.int64(24), np.int64(25), np.int64(176), np.int64(62), np.int64(172), np.int64(72)]",49.52758828113657,183_54_24_25_176_62_172,72,183_54_24_25_176_62_172_72,False
44,"[np.int64(183), np.int64(54), np.int64(24), np.int64(25), np.int64(176), np.int64(62), np.int64(172), np.int64(72), np.int64(78)]",-4.623176560280642,183_54_24_25_176_62_172_72,78,183_54_24_25_176_62_172_72_78,False
44,"[np.int64(183), np.int64(54), np.int64(24), np.int64(25), np.int64(176), np.int64(62), np.int64(172), np.int64(72), np.int64(78), np.int64(166)]",-2.4062718095944557,183_54_24_25_176_62_172_72_78,166,183_54_24_25_176_62_172_72_78_166,True
45,[np.int64(29)],35.527648562258776,,29,29,False
45,"[np.int64(29), np.int64(98)]",47.186665116915826,29,98,29_98,False
45,"[np.int64(29), np.int64(98), np.int64(130)]",-6.751935495860755,29_98,130,29_98_130,False
45,"[np.int64(29), np.int64(98), np.int64(130), np.int64(189)]",25.81141164706946,29_98_130,189,29_98_130_189,False
45,"[np.int64(29), np.int64(98), np.int64(130), np.int64(189), np.int64(11)]",15.670434237623176,29_98_130_189,11,29_98_130_189_11,False
45,"[np.int64(29), np.int64(98), np.int64(130), np.int64(189), np.int64(11), np.int64(90)]",9.837977291572521,29_98_130_189_11,90,29_98_130_189_11_90,False
45,"[np.int64(29), np.int64(98), np.int64(130), np.int64(189), np.int64(11), np.int64(90), np.int64(29)]",-4.580886382055618,29_98_130_189_11_90,29,29_98_130_189_11_90_29,False
45,"[np.int64(29), np.int64(98), np.int64(130), np.int64(189), np.int64(11), np.int64(90), np.int64(29), np.int64(37)]",23.75924718027855,29_98_130_189_11_90_29,37,29_98_130_189_11_90_29_37,False
45,"[np.int64(29), np.int64(98), np.int64(130), np.int64(189), np.int64(11), np.int64(90), np.int64(29), np.int64(37), np.int64(84)]",18.74244354047682,29_98_130_189_11_90_29_37,84,29_98_130_189_11_90_29_37_84,False
45,"[np.int64(29), np.int64(98), np.int64(130), np.int64(189), np.int64(11), np.int64(90), np.int64(29), np.int64(37), np.int64(84), np.int64(59)]",-3.726732510938544,29_98_130_189_11_90_29_37_84,59,29_98_130_189_11_90_29_37_84_59,True
46,[np.int64(112)],16.123363767680804,,112,112,False
46,"[np.int64(112), np.int64(128)]",14.113922477357995,112,128,112_128,False
46,"[np.int64(112), np.int64(128), np.int64(57)]",24.54315831987226,112_128,57,112_128_57,False
46,"[np.int64(112), np.int64(128), np.int64(57), np.int64(2)]",25.00317393966488,112_128_57,2,112_128_57_2,False
46,"[np.int64(112), np.int64(128), np.int64(57), np.int64(2), np.int64(190)]",34.99921906279852,112_128_57_2,190,112_128_57_2_190,False
46,"[np.int64(112), np.int64(128), np.int64(57), np.int64(2), np.int64(190), np.int64(148)]",20.59339689233661,112_128_57_2_190,148,112_128_57_2_190_148,False
46,"[np.int64(112), np.int64(128), np.int64(57), np.int64(2), np.int64(190), np.int64(148), np.int64(22)]",-3.7106415435540674,112_128_57_2_190_148,22,112_128_57_2_190_148_22,False
46,"[np.int64(112), np.int64(128), np.int64(57), np.int64(2), np.int64(190), np.int64(148), np.int64(22), np.int64(136)]",41.497480133186365,112_128_57_2_190_148_22,136,112_128_57_2_190_148_22_136,False
46,"[np.int64(112), np.int64(128), np.int64(57), np.int64(2), np.int64(190), np.int64(148), np.int64(22), np.int64(136), np.int64(82)]",8.585874991111224,112_128_57_2_190_148_22_136,82,112_128_57_2_190_148_22_136_82,False
46,"[np.int64(112), np.int64(128), np.int64(57), np.int64(2), np.int64(190), np.int64(148), np.int64(22), np.int64(136), np.int64(82), np.int64(54)]",48.27784761839552,112_128_57_2_190_148_22_136_82,54,112_128_57_2_190_148_22_136_82_54,True
47,[np.int64(147)],22.636184737416094,,147,147,False
47,"[np.int64(147), np.int64(167)]",13.510580775971144,147,167,147_167,False
47,"[np.int64(147), np.int64(167), np.int64(94)]",8.602425123884858,147_167,94,147_167_94,False
47,"[np.int64(147), np.int64(167), np.int64(94), np.int64(185)]",5.0927331879766875,147_167_94,185,147_167_94_185,False
47,"[np.int64(147), np.int64(167), np.int64(94), np.int64(185), np.int64(158)]",10.605236967840433,147_167_94_185,158,147_167_94_185_158,False
47,"[np.int64(147), np.int64(167), np.int64(94), np.int64(185), np.int64(158), np.int64(37)]",17.59106485402593,147_167_94_185_158,37,147_167_94_185_158_37,False
47,"[np.int64(147), np.int64(167), np.int64(94), np.int64(185), np.int64(158), np.int64(37), np.int64(172)]",1.5195170138474046,147_167_94_185_158_37,172,147_167_94_185_158_37_172,False
47,"[np.int64(147), np.int64(167), np.int64(94), np.int64(185), np.int64(158), np.int64(37), np.int64(172), np.int64(40)]",3.492505508341752,147_167_94_185_158_37_172,40,147_167_94_185_158_37_172_40,False
47,"[np.int64(147), np.int64(167), np.int64(94), np.int64(185), np.int64(158), np.int64(37), np.int64(172), np.int64(40), np.int64(136)]",6.292686120106348,147_167_94_185_158_37_172_40,136,147_167_94_185_158_37_172_40_136,False
47,"[np.int64(147), np.int64(167), np.int64(94), np.int64(185), np.int64(158), np.int64(37), np.int64(172), np.int64(40), np.int64(136), np.int64(136)]",16.95559351585035,147_167_94_185_158_37_172_40_136,136,147_167_94_185_158_37_172_40_136_136,True
48,[np.int64(45)],23.230164950133236,,45,45,False
48,"[np.int64(45), np.int64(47)]",21.786494915407914,45,47,45_47,False
48,"[np.int64(45), np.int64(47), np.int64(197)]",9.304221791496667,45_47,197,45_47_197,False
48,"[np.int64(45), np.int64(47), np.int64(197), np.int64(83)]",-5.498674666424909,45_47_197,83,45_47_197_83,False
48,"[np.int64(45), np.int64(47), np.int64(197), np.int64(83), np.int64(30)]",43.73907382411511,45_47_197_83,30,45_47_197_83_30,False
48,"[np.int64(45), np.int64(47), np.int64(197), np.int64(83), np.int64(30), np.int64(160)]",38.16054875157721,45_47_197_83_30,160,45_47_197_83_30_160,False
48,"[np.int64(45), np.int64(47), np.int64(197), np.int64(83), np.int64(30), np.int64(160), np.int64(171)]",-1.6283931664198437,45_47_197_83_30_160,171,45_47_197_83_30_160_171,False
48,"[np.int64(45), np.int64(47), np.int64(197), np.int64(83), np.int64(30), np.int64(160), np.int64(171), np.int64(70)]",36.60609628100437,45_47_197_83_30_160_171,70,45_47_197_83_30_160_171_70,False
48,"[np.int64(45), np.int64(47), np.int64(197), np.int64(83), np.int64(30), np.int64(160), np.int64(171), np.int64(70), np.int64(7)]",27.5507999630366,45_47_197_83_30_160_171_70,7,45_47_197_83_30_160_171_70_7,False
48,"[np.int64(45), np.int64(47), np.int64(197), np.int64(83), np.int64(30), np.int64(160), np.int64(171), np.int64(70), np.int64(7), np.int64(129)]",14.548627275057338,45_47_197_83_30_160_171_70_7,129,45_47_197_83_30_160_171_70_7_129,True
49,[np.int64(184)],1.62201756714212,,184,184,False
49,"[np.int64(184), np.int64(133)]",2.5030207405295224,184,133,184_133,False
49,"[np.int64(184), np.int64(133), np.int64(12)]",29.678237737212005,184_133,12,184_133_12,False
49,"[np.int64(184), np.int64(133), np.int64(12), np.int64(186)]",44.67536911005729,184_133_12,186,184_133_12_186,False
49,"[np.int64(184), np.int64(133), np.int64(12), np.int64(186), np.int64(29)]",14.225396628700793,184_133_12_186,29,184_133_12_186_29,False
49,"[np.int64(184), np.int64(133), np.int64(12), np.int64(186), np.int64(29), np.int64(99)]",2.4649563807314223,184_133_12_186_29,99,184_133_12_186_29_99,False
49,"[np.int64(184), np.int64(133), np.int64(12), np.int64(186), np.int64(29), np.int64(99), np.int64(1)]",28.924816234199252,184_133_12_186_29_99,1,184_133_12_186_29_99_1,False
49,"[np.int64(184), np.int64(133), np.int64(12), np.int64(186), np.int64(29), np.int64(99), np.int64(1), np.int64(57)]",42.27122278101906,184_133_12_186_29_99_1,57,184_133_12_186_29_99_1_57,False
49,"[np.int64(184), np.int64(133), np.int64(12), np.int64(186), np.int64(29), np.int64(99), np.int64(1), np.int64(57), np.int64(35)]",34.89912806734945,184_133_12_186_29_99_1_57,35,184_133_12_186_29_99_1_57_35,False
49,"[np.int64(184), np.int64(133), np.int64(12), np.int64(186), np.int64(29), np.int64(99), np.int64(1), np.int64(57), np.int64(35), np.int64(71)]",42.12543383219523,184_133_12_186_29_99_1_57_35,71,184_133_12_186_29_99_1_57_35_71,True
